noun	verb
synchroscope	sync
synchroscope	synchronise
synchroscope	synchronize
syncopation	syncopate
syncopator	syncopate
syncope	syncopate
syncretism	syncretise
syncretism	syncretize
syndication	syndicate
syndicator	syndicate
synthesis	synthesise
synthesis	synthesize
synthesiser	synthesise
synthesiser	synthesize
synthesist	synthesise
synthesist	synthesize
synthesizer	synthesise
synthesizer	synthesize
synthetic thinking	synthesise
synthetic thinking	synthesize
system	systematise
system	systematize
system	systemise
system	systemize
systematisation	systematise
systematisation	systematize
systematisation	systemise
systematisation	systemize
systematiser	systematise
systematiser	systematize
systematiser	systemise
systematiser	systemize
systematist	systematise
systematist	systematize
systematist	systemise
systematist	systemize
systematization	systematise
systematization	systematize
systematization	systemise
systematization	systemize
systematizer	systematise
systematizer	systematize
systematizer	systemise
systematizer	systemize
systemiser	systematise
systemiser	systematize
systemiser	systemise
systemiser	systemize
systemizer	systematise
systemizer	systematize
systemizer	systemise
systemizer	systemize
tabular array	tabularise
tabular array	tabularize
tabular array	tabulate
tabular matter	tabularise
tabular matter	tabularize
tabular matter	tabulate
tabulation	tabularise
tabulation	tabularize
tabulation	tabulate
tacker	tack
tacking	tack
tackler	tackle
tailgater	tailgate
tailing	tail
tailor	tailor-make
tailoring	tailor
tailoring	tailor-make
takeaway	take away
takeaway	take out
takedown	take down
take-in	take in
takeoff	take off
takeout	take away
takeout	take out
takeout food	take away
takeout food	take out
takeover	take over
taker	take
talcum	talc
talker	talk
talking	talk
talk of the town	talk
talks	talk terms
tamer	tame
tamp	tamp down
tamper	tamp
tamper	tamp down
tampering	tamper
tamping bar	tamp
tamping bar	tamp down
tamponade	tampon
tamponage	tampon
tankage	tank
tankful	tank
tantaliser	tantalise
tantaliser	tantalize
tantalization	tantalise
tantalization	tantalize
tantalizer	tantalise
tantalizer	tantalize
tantalus	tantalise
tantalus	tantalize
tape	tape record
tape machine	tape record
tape recorder	tape record
tape recording	tape
tape recording	tape record
tapering	taper
tarmacadam	tarmac
tarriance	tarry
taste perception	taste
taster	taste
taste sensation	taste
taste tester	taste
taste-tester	taste
tasting	taste
tattler	tattle
tattletale	tattle
taunting	taunt
taxicab	taxi
teacher	teach
teaching	teach
team	team up
teardrop	tear
tearing	tear
tearing down	tear down
teaser	tease
teaser	tease apart
teasing	tease
teeter	teetertotter
teeter	teeter-totter
teeterboard	teeter
teeterboard	teetertotter
teeterboard	teeter-totter
teetertotter	teeter
teetertotter	teeter-totter
teeter-totter	teeter
teeter-totter	teetertotter
teething	teethe
teetotaler	teetotal
teetotalist	teetotal
teetotaller	teetotal
telecast	televise
telecaster	telecast
telecaster	televise
telecasting	telecast
telecasting	televise
telecom	telecommunicate
telecommunication	telecommunicate
telegram	telegraph
telegrapher	telegraph
telegraphist	telegraph
telegraph operator	telegraph
telegraphy	telegraph
telepathy	telepathise
telepathy	telepathize
telephone call	telephone
telephoner	telephone
telephone set	telephone
telephony	telephone
teleportation	teleport
teleprinter	telex
teletype machine	telex
teletypewriter	telex
television	telecast
television	televise
television system	telecast
television system	televise
telex machine	telex
teller	tell
telling	tell
temperance	temper
tempering	temper
temporiser	temporise
temporiser	temporize
temporizer	temporise
temporizer	temporize
temptation	tempt
tempter	tempt
temptingness	tempt
tenantry	tenant
tendency	tend
tender	tend
tenderisation	tender
tenderisation	tenderise
tenderisation	tenderize
tenderiser	tender
tenderiser	tenderise
tenderiser	tenderize
tenderization	tender
tenderization	tenderise
tenderization	tenderize
tenderizer	tender
tenderizer	tenderise
tenderizer	tenderize
tending	tend
tenseness	tense
tenseness	tense up
tension	tense
tension	tense up
tensity	tense
tensity	tense up
tensor	tense
tensor	tense up
tenting	tent
tergiversation	tergiversate
tergiversator	tergiversate
terminal	terminate
termination	terminate
terminus	terminate
terrace	terrasse
territorialisation	territorialise
territorialisation	territorialize
territorialization	territorialise
territorialization	territorialize
terror	terrify
terror	terrorise
terror	terrorize
terrorisation	terrify
terrorisation	terrorise
terrorisation	terrorize
terrorization	terrify
terrorization	terrorise
terrorization	terrorize
tessella	tessellate
tessellation	tessellate
tessera	tessellate
test drive	test drive
test driver	test drive
testee	test
tester	test
testifier	testify
testimonial	testify
testimony	testify
testing	test
thatched roof	thatch
thatcher	thatch
thawing	thaw
theologian	theologise
theologian	theologize
theologiser	theologise
theologiser	theologize
theologist	theologise
theologist	theologize
theologizer	theologise
theologizer	theologize
theoretician	theorise
theoretician	theorize
theorisation	theorise
theorisation	theorize
theoriser	theorise
theoriser	theorize
theorist	theorise
theorist	theorize
theorization	theorise
theorization	theorize
theorizer	theorise
theorizer	theorize
theory	theorise
theory	theorize
thermoregulator	thermostat
thickener	thicken
thickening	thicken
thievery	thieve
thieving	thieve
thinker	think
thinking	think
thinner	thin
thinner	thin out
thinning	thin
thinning	thin out
thirstiness	thirst
thorium	thoriate
thrash	thrash about
thrasher	thrash
thrashing	thrash
threader	thread
threat	threaten
thresher	thresh
threshing	thresh
threshing machine	thresh
thriller	thrill
throbbing	throb
throttler	throttle
throttle valve	throttle
throttling	throttle
thrower	throw
throwing away	throw away
throwing away	throw out
thruster	thrust
thrusting	thrust
thumping	thump
thunderer	thunder
thwarter	thwart
thwarting	thwart
tick	tick off
tick	ticktack
tick	ticktock
ticker	tick
ticker	ticktack
ticker	ticktock
ticking	tick
ticking	ticktack
ticking	ticktock
tickling	tickle
ticktock	tick
ticktock	ticktack
tightening	tighten
tiler	tile
tillage	till
tilled land	till
tiller	till
tilling	till
tilter	tilt
timekeeper	time
timer	time
tincture	tinct
tingling	tingle
tinkerer	tinker
tinkle	tink
tinter	tint
tinting	tint
tintinnabulation	tintinnabulate
tippler	tipple
tiredness	tire
tiredness	tire out
tither	tithe
titillation	titillate
titivation	titivate
titration	titrate
titrator	titrate
titre	titrate
titterer	titter
tittivation	tittivate
toaster	toast
toasting	toast
tobogganing	toboggan
tobogganist	toboggan
toddler	toddle
toggle switch	toggle
toiler	toil
toilet training	toilet-train
tolerance	tolerate
toleration	tolerate
toller	toll
tone	tone up
toner	tone
toper	tope
topicalization	topicalize
tormenter	torment
tormentor	torment
torturer	torture
torturing	torture
tosser	toss
totality	total
tote bag	tote
toter	tote
totterer	totter
touchdown	touch down
toucher	touch
touching	touch
touch modality	touch
touch sensation	touch
touch-typist	touch-type
tourer	tour
tourist	tour
tournament	tourney
touter	tout
tracer	trace
tracing	trace
tracker	track
tracking	track
trade	trade in
trade-in	trade
trade-in	trade in
trader	trade
trading	trade
traducement	traduce
traducer	traduce
trafficker	traffic
trailer	trail
trailer	train
trailing	trail
train	trail
trainee	train
trainer	train
training	train
tramcar	tram
tramper	tramp
tramper	trample
trample	tramp down
trampler	tramp
trampler	tramp down
trampler	trample
trampling	tramp down
trampling	trample
trance	transport
tranquility	tranquilize
tranquility	tranquillise
tranquility	tranquillize
tranquilizer	tranquilize
tranquilizer	tranquillise
tranquilizer	tranquillize
tranquilliser	tranquilize
tranquilliser	tranquillise
tranquilliser	tranquillize
tranquillity	tranquilize
tranquillity	tranquillise
tranquillity	tranquillize
tranquillizer	tranquilize
tranquillizer	tranquillise
tranquillizer	tranquillize
transaction	transact
transactor	transact
transamination	transaminate
transcendence	transcend
transcendency	transcend
transcriber	transcribe
transcriber	translate
transcription	transcribe
transducer	transduce
transduction	transduce
transfer	transmit
transfer	transport
transferee	transfer
transference	transfer
transference	transmit
transference	transport
transferer	transfer
transferer	transmit
transferer	transplant
transferer	transport
transferor	transfer
transferral	transfer
transferral	transmit
transferral	transport
transferrer	transfer
transferrer	transmit
transferrer	transplant
transferrer	transport
transfiguration	transfigure
transfiguration	transmogrify
transfiguration day	transfigure
transfiguration of jesus	transfigure
transformation	transform
transformation	translate
transformation	transmute
transformation	transubstantiate
transformer	transform
transfusion	transfuse
transgression	transgress
transgressor	transgress
transistor	transistorise
transistor	transistorize
transit	transport
transition	transit
translation	transform
translation	translate
translation	transmute
translation	transubstantiate
translator	translate
transliteration	transcribe
transliteration	transliterate
translocation	translocate
transmigration	transmigrate
transmission	transfer
transmission	transmit
transmission	transport
transmission channel	transfer
transmission channel	transmit
transmission channel	transport
transmittal	transfer
transmittal	transmit
transmittal	transport
transmitter	transfer
transmitter	transmit
transmitter	transport
transmitting	transfer
transmitting	transmit
transmitting	transport
transmogrification	transfigure
transmogrification	transmogrify
transmutation	transform
transmutation	transmute
transmutation	transubstantiate
transpiration	transpirate
transpiration	transpire
transplant	transfer
transplantation	transfer
transplantation	transplant
transplanter	transfer
transplanter	transplant
transplanting	transfer
transplanting	transplant
transport	transfer
transport	transmit
transportation	transfer
transportation	transit
transportation	transmit
transportation	transport
transportation system	transit
transportation system	transport
transporter	transport
transposition	transpose
transshipment	transship
transubstantiation	transform
transubstantiation	transmute
transubstantiation	transubstantiate
transudation	transude
trapper	trap
trauma	traumatise
trauma	traumatize
traveler	travel
traveling	travel
traveller	travel
travelling	travel
traversal	traverse
traverser	traverse
trawl line	trawl
trawl net	trawl
treater	treat
treatment	treat
trekker	trek
trembler	tremble
trembling	tremble
trencher	trench
trepan	trephine
trephination	trephine
trephine	trepan
trespasser	trespass
triangle	triangulate
triangulation	triangulate
tribulation	tribulate
tricker	trick
trickery	trick
trickster	trick
trifler	trifle
trifling	trifle
trifurcation	trifurcate
trigger	trigger off
trim	trim back
trim	trim down
trimmer	trim
trimming	trim
trimming	trim back
trimming	trim down
trip	trip out
trip	trip up
triple-spacing	triple-space
triplicate	triple
tripling	triple
tripper	trip
trip-up	trip up
troller	troll
trolling	troll
trotter	trot
trotting horse	trot
trouble	trouble oneself
trouncing	trounce
truckage	truck
truck driver	truck
trucker	truck
trucking	truck
truckler	truckle
truckling	truckle
trudger	trudge
true	true up
trump	trumpet
trump card	trump
trumpet	trump
trumpeter	trumpet
trumping	trump
truncation	truncate
trustee	trust
truster	trust
trustfulness	trust
trustingness	trust
tube-shaped structure	tube
tucker	tuck
tumbler	tumble
tumbler pigeon	tumble
tumbling	tumble
tumefaction	tumefy
tumefaction	tumesce
tune	tune up
tuner	tune
tuner	tune up
tune-up	tune
tune-up	tune up
turnabout	turn
turnabout	turn back
turnaround	turn
turnaround	turn back
turn around	turn around
turn around	turn back
turndown	turn away
turndown	turn down
turner	turn
turner	turn over
turnery	turn
turning	turn
turn of events	turn
turnoff	turn off
turn-on	turn on
turnout	turn out
turnover	turn over
turnup	turn up
turtler	turtle
tutorship	tutor
twaddler	twaddle
tweeter	tweet
tweezer	tweeze
twiddler	twiddle
twill weave	twill
twiner	twine
twinkler	twinkle
twirler	twirl
twist	twist around
twister	twist
twisting	twist
twisting	twist around
twitching	twitch
twitterer	twitter
type	typecast
type	typewrite
typesetter	typeset
typewriter	type
typewriter	typewrite
typewriting	type
typewriting	typewrite
typification	typify
tyrant	tyrannise
tyrant	tyrannize
ulcer	ulcerate
ulceration	ulcerate
ultracentrifugation	ultracentrifuge
ululation	ululate
umpirage	umpire
underachievement	underachieve
underachievement	underperform
underachiever	underachieve
underachiever	underperform
underdevelopment	underdevelop
underestimate	underrate
underestimate	undervalue
underestimation	underestimate
underestimation	underrate
underestimation	undervalue
underexposure	underexpose
underlayment	underlay
underline	underscore
undernourishment	undernourish
underpayment	underpay
underperformer	underachieve
underperformer	underperform
underproduction	underproduce
underrating	underestimate
underrating	underrate
underrating	undervalue
underreckoning	underestimate
underreckoning	underrate
underreckoning	undervalue
underscore	underline
underseal	undercoat
underseller	undercut
underseller	undersell
understanding	understand
understatement	understate
undertaking	undertake
undervaluation	underestimate
undervaluation	undervalue
underwriter	underwrite
undoer	undo
undoing	undo
undulation	undulate
unfastener	unfasten
unfastening	unfasten
unfolding	unfold
unification	unify
union	unionise
union	unionize
unionisation	unionise
unionisation	unionize
unionization	unionise
unionization	unionize
unit	unite
unit	unitise
unit	unitize
uniting	unite
unitisation	unitise
unitisation	unitize
unitization	unitise
unitization	unitize
unit of measurement	unitise
unit of measurement	unitize
unloading	unload
unmasking	unmask
unraveler	unravel
unraveller	unravel
unsanctification	unsanctify
unsnarling	unsnarl
untangling	untangle
untier	untie
unveiling	unveil
upbraider	upbraid
upbraiding	upbraid
updating	update
upending	upend
upheaval	upheave
upholder	uphold
upholsterer	upholster
upholstery	upholster
uplifting	uplift
uprooter	uproot
upsetter	upset
upstager	upstage
urbanisation	urbanise
urbanisation	urbanize
urbanization	urbanise
urbanization	urbanize
urgency	urge
urination	urinate
urinator	urinate
urine	urinate
urtication	urticate
usurpation	usurp
usurper	usurp
utilisation	utilise
utilisation	utilize
utiliser	utilise
utiliser	utilize
utility	utilise
utility	utilize
utilization	utilise
utilization	utilize
utilizer	utilise
utilizer	utilize
